seq,is_true,is_ignore,path,x0,x1,y0,y1,col
0,False,False,bremen_000116_000019_rF_00000.png,1303.0,1281.0,496.5,554.0,r
1,False,False,bremen_000116_000019_rF_00001.png,1611.0,1589.0,530.5,588.0,r
2,False,False,bremen_000116_000019_rF_00002.png,2024.5,1991.5,536.75,623.0,r
3,True,False,bremen_000116_000019_gT_00003.png,1411.0,1389.0,324.0,381.5,g
4,True,False,bremen_000116_000019_gT_00004.png,889.0,867.0,328.0,385.5,g
5,False,False,bremen_000116_000019_rF_00005.png,1308.5,1275.5,496.75,583.0,r
6,False,False,bremen_000116_000019_rF_00006.png,1616.5,1583.5,532.75,619.0,r
7,False,True,bremen_000116_000019_gi_00007.png,896.5,863.5,305.0,391.25,g
0,False,False,bremen_000117_000019_rF_00000.png,1189.0,1167.0,20.5,78.0,r
1,False,False,bremen_000117_000019_rF_00001.png,1309.0,1287.0,474.5,532.0,r
2,False,False,bremen_000117_000019_rF_00002.png,1425.0,1403.0,478.5,536.0,r
3,False,False,bremen_000117_000019_rF_00003.png,953.0,931.0,560.5,618.0,r
4,False,False,bremen_000117_000019_rF_00004.png,1312.5,1279.5,468.75,555.0,r
5,False,False,bremen_000117_000019_rF_00005.png,1428.5,1395.5,476.75,563.0,r
0,False,False,bremen_000120_000019_rF_00000.png,639.0,617.0,346.5,404.0,r
1,False,False,bremen_000120_000019_rF_00001.png,721.0,699.0,402.5,460.0,r
0,False,True,bremen_000121_000019_ri_00000.png,1405.0,1383.0,336.5,394.0,r
1,False,False,bremen_000121_000019_rF_00001.png,943.0,921.0,450.5,508.0,r
2,False,False,bremen_000121_000019_gF_00002.png,43.0,21.0,0.0,11.5,g
3,False,False,bremen_000121_000019_gF_00003.png,189.0,167.0,0.0,13.5,g
4,False,False,bremen_000121_000019_gF_00004.png,15.0,0.0,12.0,69.5,g
0,False,False,bremen_000128_000019_rF_00000.png,1273.0,1251.0,438.5,496.0,r
0,True,False,bremen_000130_000019_rT_00000.png,1047.0,1025.0,168.5,226.0,r
1,False,True,bremen_000130_000019_ri_00001.png,747.0,725.0,346.5,404.0,r
2,False,False,bremen_000130_000019_rF_00002.png,605.0,583.0,356.5,414.0,r
3,False,False,bremen_000130_000019_rF_00003.png,1565.0,1543.0,356.5,414.0,r
4,False,False,bremen_000130_000019_rF_00004.png,1545.0,1523.0,416.5,474.0,r
5,False,False,bremen_000130_000019_rF_00005.png,1571.0,1549.0,416.5,474.0,r
6,False,False,bremen_000130_000019_rF_00006.png,1173.0,1151.0,438.5,496.0,r
7,False,False,bremen_000130_000019_rF_00007.png,961.0,939.0,440.5,498.0,r
8,False,False,bremen_000130_000019_rF_00008.png,1037.0,1015.0,440.5,498.0,r
9,False,False,bremen_000130_000019_rF_00009.png,1139.0,1117.0,442.5,500.0,r
10,False,False,bremen_000130_000019_rF_00010.png,1211.0,1189.0,444.5,502.0,r
11,False,False,bremen_000130_000019_rF_00011.png,616.5,583.5,352.75,439.0,r
12,False,False,bremen_000130_000019_rF_00012.png,1668.5,1635.5,488.75,575.0,r
0,False,False,bremen_000132_000019_rF_00000.png,957.0,935.0,366.5,424.0,r
1,False,False,bremen_000132_000019_rF_00001.png,2035.0,2013.0,366.5,424.0,r
2,False,False,bremen_000132_000019_rF_00002.png,2009.0,1987.0,368.5,426.0,r
3,False,False,bremen_000132_000019_rF_00003.png,1341.0,1319.0,468.5,526.0,r
4,False,False,bremen_000132_000019_rF_00004.png,1873.0,1851.0,506.5,564.0,r
5,False,False,bremen_000132_000019_rF_00005.png,1843.0,1821.0,526.5,584.0,r
6,False,False,bremen_000132_000019_rF_00006.png,2004.5,1971.5,360.75,447.0,r
7,False,False,bremen_000132_000019_rF_00007.png,2052.5,2019.5,360.75,447.0,r
8,False,False,bremen_000132_000019_rF_00008.png,1856.5,1823.5,524.75,611.0,r
0,False,False,bremen_000134_000019_rF_00000.png,1135.0,1113.0,304.5,362.0,r
1,False,False,bremen_000134_000019_rF_00001.png,1183.0,1161.0,304.5,362.0,r
2,False,False,bremen_000134_000019_rF_00002.png,1015.0,993.0,408.5,466.0,r
3,False,False,bremen_000134_000019_rF_00003.png,1113.0,1091.0,416.5,474.0,r
4,False,False,bremen_000134_000019_rF_00004.png,1151.0,1129.0,442.5,500.0,r
5,False,False,bremen_000134_000019_rF_00005.png,1167.0,1145.0,442.5,500.0,r
6,False,False,bremen_000134_000019_rF_00006.png,1225.0,1203.0,468.5,526.0,r
7,False,False,bremen_000134_000019_rF_00007.png,1024.5,991.5,404.75,491.0,r
0,True,False,bremen_000135_000019_rT_00000.png,1619.0,1597.0,320.5,378.0,r
1,False,False,bremen_000135_000019_rF_00001.png,1061.0,1039.0,486.5,544.0,r
0,False,False,bremen_000137_000019_rF_00000.png,943.0,921.0,382.5,440.0,r
1,False,False,bremen_000137_000019_rF_00001.png,367.0,345.0,484.5,542.0,r
2,False,False,bremen_000137_000019_gF_00002.png,1889.0,1867.0,70.0,127.5,g
3,False,False,bremen_000137_000019_gF_00003.png,1919.0,1897.0,70.0,127.5,g
4,False,False,bremen_000137_000019_gF_00004.png,1691.0,1669.0,134.0,191.5,g
5,False,False,bremen_000137_000019_gF_00005.png,1719.0,1697.0,134.0,191.5,g
0,False,False,bremen_000138_000019_rF_00000.png,1735.0,1713.0,168.5,226.0,r
1,False,False,bremen_000138_000019_rF_00001.png,1533.0,1511.0,262.5,320.0,r
2,False,False,bremen_000138_000019_rF_00002.png,1740.5,1707.5,160.75,247.0,r
3,True,False,bremen_000138_000019_rT_00003.png,1540.5,1507.5,264.75,351.0,r
0,False,True,bremen_000140_000019_ri_00000.png,1179.0,1157.0,234.5,292.0,r
1,False,True,bremen_000140_000019_ri_00001.png,1047.0,1025.0,352.5,410.0,r
2,False,False,bremen_000140_000019_rF_00002.png,623.0,601.0,384.5,442.0,r
3,False,False,bremen_000140_000019_rF_00003.png,873.0,851.0,422.5,480.0,r
4,False,False,bremen_000140_000019_rF_00004.png,853.0,831.0,424.5,482.0,r
0,False,False,bremen_000143_000019_rF_00000.png,1475.0,1453.0,228.5,286.0,r
1,False,False,bremen_000143_000019_rF_00001.png,1515.0,1493.0,236.5,294.0,r
2,False,False,bremen_000143_000019_gF_00002.png,957.0,935.0,304.0,361.5,g
3,False,False,bremen_000143_000019_gF_00003.png,905.0,883.0,310.0,367.5,g
0,False,False,bremen_000144_000019_rF_00000.png,885.0,863.0,256.5,314.0,r
1,False,False,bremen_000144_000019_rF_00001.png,943.0,921.0,256.5,314.0,r
2,False,False,bremen_000144_000019_rF_00002.png,771.0,749.0,362.5,420.0,r
3,False,False,bremen_000144_000019_rF_00003.png,333.0,311.0,376.5,434.0,r
4,False,False,bremen_000144_000019_rF_00004.png,949.0,927.0,376.5,434.0,r
5,False,False,bremen_000144_000019_rF_00005.png,1092.5,1059.5,160.75,247.0,r
0,False,True,bremen_000145_000019_ri_00000.png,1783.0,1761.0,276.5,334.0,r
1,False,False,bremen_000145_000019_rF_00001.png,1883.0,1861.0,384.5,442.0,r
2,False,False,bremen_000145_000019_rF_00002.png,1807.0,1785.0,434.5,492.0,r
3,False,False,bremen_000145_000019_rF_00003.png,1641.0,1619.0,440.5,498.0,r
4,False,False,bremen_000145_000019_rF_00004.png,1777.0,1755.0,446.5,504.0,r
5,False,False,bremen_000145_000019_rF_00005.png,1841.0,1819.0,446.5,504.0,r
6,False,False,bremen_000145_000019_rF_00006.png,1681.0,1659.0,468.5,526.0,r
7,False,False,bremen_000145_000019_rF_00007.png,1601.0,1579.0,470.5,528.0,r
8,False,False,bremen_000145_000019_gF_00008.png,1903.0,1881.0,362.0,419.5,g
0,False,False,bremen_000148_000019_rF_00000.png,1313.0,1291.0,226.5,284.0,r
1,False,False,bremen_000148_000019_rF_00001.png,671.0,649.0,454.5,512.0,r
2,True,False,bremen_000148_000019_rT_00002.png,1320.5,1287.5,220.75,307.0,r
0,False,True,bremen_000150_000019_ri_00000.png,1031.0,1009.0,246.5,304.0,r
1,False,True,bremen_000150_000019_ri_00001.png,847.0,825.0,252.5,310.0,r
2,False,True,bremen_000150_000019_ri_00002.png,659.0,637.0,258.5,316.0,r
3,False,False,bremen_000150_000019_rF_00003.png,475.0,453.0,396.5,454.0,r
4,False,False,bremen_000150_000019_rF_00004.png,809.0,787.0,462.5,520.0,r
5,False,False,bremen_000150_000019_rF_00005.png,729.0,707.0,464.5,522.0,r
6,False,False,bremen_000150_000019_rF_00006.png,565.0,543.0,474.5,532.0,r
7,False,False,bremen_000150_000019_rF_00007.png,511.0,489.0,476.5,534.0,r
8,False,False,bremen_000150_000019_rF_00008.png,1348.5,1315.5,432.75,519.0,r
9,False,False,bremen_000150_000019_rF_00009.png,1355.25,1316.75,418.875,519.5,r
0,False,True,bremen_000153_000019_ri_00000.png,1235.0,1213.0,26.5,84.0,r
1,False,False,bremen_000153_000019_rF_00001.png,113.0,91.0,494.5,552.0,r
2,False,False,bremen_000153_000019_rF_00002.png,397.0,375.0,498.5,556.0,r
3,True,False,bremen_000153_000019_gT_00003.png,1231.0,1209.0,0.0,37.5,g
4,True,False,bremen_000153_000019_gT_00004.png,1229.0,1207.0,0.0,53.5,g
5,False,True,bremen_000153_000019_gi_00005.png,1799.0,1777.0,238.0,295.5,g
6,False,False,bremen_000153_000019_gF_00006.png,477.0,455.0,248.0,305.5,g
7,False,False,bremen_000153_000019_rF_00007.png,116.5,83.5,492.75,579.0,r
8,True,False,bremen_000153_000019_gT_00008.png,1240.5,1207.5,0.0,51.25,g
9,True,False,bremen_000153_000019_gT_00009.png,488.5,455.5,221.0,307.25,g
10,False,False,bremen_000153_000019_rF_00010.png,395.25,356.75,490.875,591.5,r
0,True,False,bremen_000171_000019_rT_00000.png,297.0,275.0,306.5,364.0,r
1,True,False,bremen_000171_000019_gT_00001.png,865.0,843.0,100.0,157.5,g
2,True,False,bremen_000171_000019_gT_00002.png,1179.0,1157.0,304.0,361.5,g
3,False,True,bremen_000171_000019_ri_00003.png,304.5,271.5,304.75,391.0,r
0,False,True,bremen_000176_000019_ri_00000.png,1159.0,1137.0,340.5,398.0,r
1,False,False,bremen_000176_000019_rF_00001.png,1073.0,1051.0,406.5,464.0,r
2,False,False,bremen_000176_000019_rF_00002.png,1137.0,1115.0,406.5,464.0,r
3,False,False,bremen_000176_000019_rF_00003.png,1185.0,1163.0,436.5,494.0,r
4,False,False,bremen_000176_000019_rF_00004.png,947.0,925.0,446.5,504.0,r
5,False,False,bremen_000176_000019_rF_00005.png,1079.0,1057.0,446.5,504.0,r
6,True,False,bremen_000176_000019_gT_00006.png,1009.0,987.0,284.0,341.5,g
7,False,False,bremen_000176_000019_rF_00007.png,1160.5,1127.5,336.75,423.0,r
0,False,False,bremen_000179_000019_rF_00000.png,1479.0,1457.0,500.5,558.0,r
1,False,False,bremen_000179_000019_rF_00001.png,1471.0,1449.0,522.5,580.0,r
2,False,False,bremen_000179_000019_rF_00002.png,1689.0,1667.0,532.5,590.0,r
3,False,False,bremen_000179_000019_gF_00003.png,421.0,399.0,194.0,251.5,g
4,False,False,bremen_000179_000019_rF_00004.png,1480.5,1447.5,520.75,607.0,r
5,False,False,bremen_000179_000019_rF_00005.png,1688.5,1655.5,528.75,615.0,r
6,False,False,bremen_000179_000019_rF_00006.png,1475.25,1436.75,506.875,607.5,r
0,False,False,bremen_000183_000019_rF_00000.png,515.0,493.0,236.5,294.0,r
0,False,False,bremen_000186_000019_gF_00000.png,788.5,755.5,5.0,91.25,g
0,False,False,bremen_000196_000019_rF_00000.png,1279.0,1257.0,424.5,482.0,r
1,False,False,bremen_000196_000019_rF_00001.png,1143.0,1121.0,428.5,486.0,r
2,False,False,bremen_000196_000019_rF_00002.png,985.0,963.0,436.5,494.0,r
3,False,False,bremen_000196_000019_rF_00003.png,1093.0,1071.0,436.5,494.0,r
4,False,False,bremen_000196_000019_rF_00004.png,1440.5,1407.5,480.75,567.0,r
0,False,False,bremen_000202_000019_rF_00000.png,1503.0,1481.0,444.5,502.0,r
1,False,False,bremen_000202_000019_rF_00001.png,1681.0,1659.0,468.5,526.0,r
2,False,False,bremen_000202_000019_rF_00002.png,1705.0,1683.0,502.5,560.0,r
0,True,False,bremen_000210_000019_rT_00000.png,1353.0,1331.0,292.5,350.0,r
1,False,True,bremen_000210_000019_ri_00001.png,620.5,587.5,300.75,387.0,r
2,False,False,bremen_000210_000019_rF_00002.png,1389.0,1367.0,332.5,390.0,r
3,False,False,bremen_000210_000019_rF_00003.png,2028.5,1995.5,340.75,427.0,r
4,False,True,bremen_000210_000019_ri_00004.png,661.0,639.0,348.5,406.0,r
5,False,False,bremen_000210_000019_rF_00005.png,1187.0,1165.0,348.5,406.0,r
6,False,False,bremen_000210_000019_rF_00006.png,2021.0,1999.0,366.5,424.0,r
7,False,False,bremen_000210_000019_rF_00007.png,817.0,795.0,382.5,440.0,r
8,False,False,bremen_000210_000019_rF_00008.png,2021.0,1999.0,420.5,478.0,r
9,False,False,bremen_000210_000019_gF_00009.png,1197.0,1175.0,318.0,375.5,g
10,False,True,bremen_000210_000019_ri_00010.png,1356.5,1323.5,292.75,379.0,r
11,False,False,bremen_000210_000019_rF_00011.png,2020.5,1987.5,412.75,499.0,r
12,False,False,bremen_000210_000019_rF_00012.png,1203.25,1164.75,362.875,463.5,r
0,False,False,bremen_000219_000019_rF_00000.png,1589.0,1567.0,482.5,540.0,r
0,True,False,bremen_000220_000019_rT_00000.png,1477.0,1455.0,166.5,224.0,r
1,True,False,bremen_000220_000019_rT_00001.png,29.0,7.0,206.5,264.0,r
2,True,False,bremen_000220_000019_rT_00002.png,1547.0,1525.0,296.5,354.0,r
3,True,False,bremen_000220_000019_rT_00003.png,133.0,111.0,330.5,388.0,r
4,False,False,bremen_000220_000019_rF_00004.png,767.0,745.0,458.5,516.0,r
5,True,False,bremen_000220_000019_rT_00005.png,1491.25,1452.75,154.875,255.5,r
6,True,False,bremen_000220_000019_rT_00006.png,51.25,12.75,194.875,295.5,r
7,False,False,bremen_000220_000019_gF_00007.png,292.625,251.375,2.25,110.0625,g
0,False,False,bremen_000222_000019_rF_00000.png,1604.5,1571.5,448.75,535.0,r
1,False,False,bremen_000222_000019_rF_00001.png,1939.25,1900.75,458.875,559.5,r
0,True,False,bremen_000223_000019_rT_00000.png,1269.0,1247.0,344.5,402.0,r
1,True,False,bremen_000223_000019_rT_00001.png,765.0,743.0,350.5,408.0,r
2,False,False,bremen_000223_000019_rF_00002.png,1547.0,1525.0,482.5,540.0,r
3,False,False,bremen_000223_000019_rF_00003.png,1569.0,1547.0,482.5,540.0,r
4,False,False,bremen_000223_000019_rF_00004.png,772.5,739.5,348.75,435.0,r
0,False,True,bremen_000230_000019_ri_00000.png,671.0,649.0,348.5,406.0,r
0,False,False,bremen_000232_000019_rF_00000.png,757.0,735.0,360.5,418.0,r
1,False,False,bremen_000232_000019_rF_00001.png,641.0,619.0,368.5,426.0,r
0,True,False,bremen_000239_000019_rT_00000.png,417.0,395.0,266.5,324.0,r
1,False,False,bremen_000239_000019_rF_00001.png,1525.0,1503.0,418.5,476.0,r
2,False,False,bremen_000239_000019_rF_00002.png,1501.0,1479.0,444.5,502.0,r
3,False,False,bremen_000239_000019_rF_00003.png,1179.0,1157.0,450.5,508.0,r
0,False,False,bremen_000245_000019_gF_00000.png,1641.0,1619.0,454.0,511.5,g
0,False,False,bremen_000251_000019_rF_00000.png,1049.0,1027.0,304.5,362.0,r
1,False,False,bremen_000251_000019_rF_00001.png,1171.0,1149.0,388.5,446.0,r
2,False,False,bremen_000251_000019_rF_00002.png,1103.0,1081.0,428.5,486.0,r
3,False,False,bremen_000251_000019_rF_00003.png,1083.0,1061.0,442.5,500.0,r
4,False,False,bremen_000251_000019_rF_00004.png,1123.0,1101.0,442.5,500.0,r
0,False,False,bremen_000254_000019_rF_00000.png,885.0,863.0,428.5,486.0,r
1,False,False,bremen_000254_000019_rF_00001.png,1129.0,1107.0,448.5,506.0,r
2,True,False,bremen_000254_000019_gT_00002.png,1033.0,1011.0,342.0,399.5,g
3,False,False,bremen_000254_000019_gF_00003.png,857.0,835.0,372.0,429.5,g
4,False,False,bremen_000254_000019_rF_00004.png,888.5,855.5,416.75,503.0,r
0,False,False,bremen_000255_000019_rF_00000.png,1463.0,1441.0,412.5,470.0,r
1,False,False,bremen_000255_000019_rF_00001.png,1237.0,1215.0,468.5,526.0,r
2,False,False,bremen_000255_000019_rF_00002.png,1209.0,1187.0,470.5,528.0,r
3,False,False,bremen_000255_000019_rF_00003.png,1875.0,1853.0,534.5,592.0,r
4,False,False,bremen_000255_000019_gF_00004.png,1364.5,1331.5,369.0,455.25,g
0,False,True,bremen_000256_000019_ri_00000.png,1201.0,1179.0,346.5,404.0,r
1,True,False,bremen_000256_000019_gT_00001.png,1009.0,987.0,148.0,205.5,g
2,False,True,bremen_000256_000019_gi_00002.png,760.5,727.5,297.0,383.25,g
3,True,False,bremen_000256_000019_gT_00003.png,1229.0,1207.0,324.0,381.5,g
4,False,False,bremen_000256_000019_gF_00004.png,517.0,495.0,506.0,563.5,g
5,False,False,bremen_000256_000019_rF_00005.png,208.5,175.5,496.75,583.0,r
6,False,True,bremen_000256_000019_gi_00006.png,1020.5,987.5,129.0,215.25,g
7,False,True,bremen_000256_000019_gi_00007.png,1236.5,1203.5,301.0,387.25,g
0,False,False,bremen_000257_000019_rF_00000.png,1705.0,1683.0,104.5,162.0,r
1,False,False,bremen_000257_000019_rF_00001.png,1327.0,1305.0,168.5,226.0,r
2,False,False,bremen_000257_000019_rF_00002.png,1719.0,1697.0,180.5,238.0,r
3,False,False,bremen_000257_000019_gF_00003.png,787.0,765.0,302.0,359.5,g
4,True,False,bremen_000257_000019_gT_00004.png,1069.0,1047.0,320.0,377.5,g
5,False,False,bremen_000257_000019_rF_00005.png,1731.25,1692.75,82.875,183.5,r
0,False,False,bremen_000265_000019_rF_00000.png,807.0,785.0,78.5,136.0,r
1,False,False,bremen_000265_000019_gF_00001.png,845.0,823.0,134.0,191.5,g
2,False,False,bremen_000265_000019_gF_00002.png,835.0,813.0,196.0,253.5,g
3,False,False,bremen_000265_000019_rF_00003.png,816.5,783.5,80.75,167.0,r
4,False,False,bremen_000265_000019_gF_00004.png,396.5,363.5,177.0,263.25,g
5,False,False,bremen_000265_000019_rF_00005.png,827.25,788.75,90.875,191.5,r
0,False,True,bremen_000269_000019_ri_00000.png,671.0,649.0,258.5,316.0,r
1,False,False,bremen_000269_000019_rF_00001.png,503.0,481.0,380.5,438.0,r
2,False,False,bremen_000269_000019_rF_00002.png,577.0,555.0,444.5,502.0,r
3,False,False,bremen_000269_000019_gF_00003.png,1011.0,989.0,232.0,289.5,g
4,False,False,bremen_000269_000019_gF_00004.png,843.0,821.0,238.0,295.5,g
5,False,False,bremen_000269_000019_rF_00005.png,1292.5,1259.5,424.75,511.0,r
6,False,False,bremen_000269_000019_gF_00006.png,1940.5,1907.5,317.0,403.25,g
0,False,True,bremen_000286_000019_ri_00000.png,721.0,699.0,0.0,56.0,r
1,False,False,bremen_000286_000019_rF_00001.png,1225.0,1203.0,320.5,378.0,r
2,False,False,bremen_000286_000019_rF_00002.png,655.0,633.0,410.5,468.0,r
3,False,False,bremen_000286_000019_rF_00003.png,715.0,693.0,448.5,506.0,r
4,False,False,bremen_000286_000019_rF_00004.png,1089.0,1067.0,1006.5,1064.0,r
5,False,False,bremen_000286_000019_rF_00005.png,600.5,567.5,448.75,535.0,r
6,False,False,bremen_000286_000019_rF_00006.png,724.5,691.5,448.75,535.0,r
7,False,False,bremen_000286_000019_rF_00007.png,1088.5,1055.5,504.75,591.0,r
8,True,False,bremen_000286_000019_gT_00008.png,728.5,695.5,0.0,23.25,g
9,True,False,bremen_000286_000019_gT_00009.png,1228.5,1195.5,253.0,339.25,g
0,False,False,bremen_000288_000019_rF_00000.png,1183.0,1161.0,428.5,486.0,r
1,False,False,bremen_000288_000019_rF_00001.png,1125.0,1103.0,432.5,490.0,r
2,True,False,bremen_000288_000019_gT_00002.png,899.0,877.0,118.0,175.5,g
3,False,True,bremen_000288_000019_gi_00003.png,1232.5,1199.5,273.0,359.25,g
0,False,False,bremen_000290_000019_rF_00000.png,1305.0,1283.0,356.5,414.0,r
1,False,True,bremen_000290_000019_ri_00001.png,555.0,533.0,384.5,442.0,r
2,False,False,bremen_000290_000019_rF_00002.png,667.0,645.0,388.5,446.0,r
3,False,False,bremen_000290_000019_rF_00003.png,853.0,831.0,428.5,486.0,r
4,True,False,bremen_000290_000019_gT_00004.png,907.0,885.0,170.0,227.5,g
5,True,False,bremen_000290_000019_gT_00005.png,1153.0,1131.0,328.0,385.5,g
6,True,False,bremen_000290_000019_gT_00006.png,405.0,383.0,354.0,411.5,g
0,False,False,bremen_000292_000019_rF_00000.png,893.0,871.0,378.5,436.0,r
1,False,False,bremen_000292_000019_rF_00001.png,1135.0,1113.0,430.5,488.0,r
2,False,False,bremen_000292_000019_rF_00002.png,1023.0,1001.0,444.5,502.0,r
0,False,False,bremen_000296_000019_rF_00000.png,1537.0,1515.0,28.5,86.0,r
1,False,False,bremen_000296_000019_gF_00001.png,1097.0,1075.0,312.0,369.5,g
0,False,False,bremen_000298_000019_rF_00000.png,1257.0,1235.0,296.5,354.0,r
1,False,False,bremen_000298_000019_rF_00001.png,1213.0,1191.0,422.5,480.0,r
2,False,False,bremen_000298_000019_rF_00002.png,1155.0,1133.0,426.5,484.0,r
3,False,False,bremen_000298_000019_rF_00003.png,1131.0,1109.0,440.5,498.0,r
4,False,False,bremen_000298_000019_rF_00004.png,1181.0,1159.0,440.5,498.0,r
0,False,False,bremen_000304_000019_rF_00000.png,1035.0,1013.0,440.5,498.0,r
1,False,False,bremen_000304_000019_gF_00001.png,1645.0,1623.0,128.0,185.5,g
2,False,False,bremen_000304_000019_gF_00002.png,1655.0,1633.0,146.0,203.5,g
3,True,False,bremen_000304_000019_gT_00003.png,1845.0,1823.0,230.0,287.5,g
4,False,True,bremen_000304_000019_gi_00004.png,1713.0,1691.0,264.0,321.5,g
5,False,False,bremen_000304_000019_gF_00005.png,1648.5,1615.5,113.0,199.25,g
6,False,False,bremen_000304_000019_gF_00006.png,1659.25,1620.75,112.5,213.125,g
0,False,False,bremen_000305_000019_gF_00000.png,1003.0,981.0,412.0,469.5,g
0,True,False,bremen_000307_000019_rT_00000.png,1505.0,1483.0,318.5,376.0,r
1,True,False,bremen_000307_000019_rT_00001.png,1005.0,983.0,330.5,388.0,r
2,False,False,bremen_000307_000019_rF_00002.png,1508.5,1475.5,308.75,395.0,r
3,False,False,bremen_000307_000019_rF_00003.png,1012.5,979.5,328.75,415.0,r
0,False,False,bremen_000308_000019_rF_00000.png,1421.0,1399.0,460.5,518.0,r
1,False,False,bremen_000308_000019_rF_00001.png,953.0,931.0,462.5,520.0,r
2,False,False,bremen_000308_000019_rF_00002.png,1109.0,1087.0,464.5,522.0,r
0,True,False,bremen_000309_000019_rT_00000.png,565.0,543.0,126.5,184.0,r
1,False,False,bremen_000309_000019_rF_00001.png,984.5,951.5,128.75,215.0,r
2,False,True,bremen_000309_000019_ri_00002.png,484.5,451.5,308.75,395.0,r
3,True,False,bremen_000309_000019_rT_00003.png,1243.0,1221.0,316.5,374.0,r
4,False,False,bremen_000309_000019_rF_00004.png,995.0,973.0,352.5,410.0,r
5,False,False,bremen_000309_000019_rF_00005.png,965.0,943.0,394.5,452.0,r
6,False,False,bremen_000309_000019_rF_00006.png,759.0,737.0,396.5,454.0,r
7,False,False,bremen_000309_000019_rF_00007.png,401.0,379.0,404.5,462.0,r
8,False,False,bremen_000309_000019_rF_00008.png,483.0,461.0,416.5,474.0,r
9,False,False,bremen_000309_000019_rF_00009.png,563.0,541.0,418.5,476.0,r
10,False,False,bremen_000309_000019_rF_00010.png,805.0,783.0,424.5,482.0,r
11,False,False,bremen_000309_000019_rF_00011.png,701.0,679.0,436.5,494.0,r
12,False,False,bremen_000309_000019_rF_00012.png,591.0,569.0,440.5,498.0,r
13,False,False,bremen_000309_000019_rF_00013.png,768.5,735.5,124.75,211.0,r
14,False,False,bremen_000309_000019_rF_00014.png,884.5,851.5,448.75,535.0,r
15,False,False,bremen_000309_000019_rF_00015.png,1104.5,1071.5,452.75,539.0,r
0,False,False,bremen_000310_000019_rF_00000.png,559.0,537.0,484.5,542.0,r
0,False,False,bremen_000311_000019_rF_00000.png,1077.0,1055.0,342.5,400.0,r
1,False,False,bremen_000311_000019_rF_00001.png,649.0,627.0,352.5,410.0,r
2,False,False,bremen_000311_000019_rF_00002.png,1251.0,1229.0,416.5,474.0,r
3,False,False,bremen_000311_000019_gF_00003.png,1769.0,1747.0,244.0,301.5,g
4,False,False,bremen_000311_000019_gF_00004.png,1056.5,1023.5,237.0,323.25,g
5,False,False,bremen_000311_000019_gF_00005.png,1085.0,1063.0,264.0,321.5,g
6,False,False,bremen_000311_000019_rF_00006.png,1316.5,1283.5,432.75,519.0,r
0,False,False,bremen_000312_000019_rF_00000.png,1211.0,1189.0,422.5,480.0,r
1,False,False,bremen_000312_000019_rF_00001.png,1245.0,1223.0,436.5,494.0,r
0,True,False,darmstadt_000002_000019_rT_00000.png,1061.0,1039.0,0.0,56.0,r
1,False,True,darmstadt_000002_000019_ri_00001.png,1465.0,1443.0,318.5,376.0,r
2,False,True,darmstadt_000002_000019_ri_00002.png,163.0,141.0,332.5,390.0,r
3,False,False,darmstadt_000002_000019_rF_00003.png,631.0,609.0,364.5,422.0,r
4,False,False,darmstadt_000002_000019_rF_00004.png,665.0,643.0,364.5,422.0,r
5,False,False,darmstadt_000002_000019_rF_00005.png,1767.0,1745.0,392.5,450.0,r
6,False,False,darmstadt_000002_000019_rF_00006.png,955.0,933.0,422.5,480.0,r
7,False,False,darmstadt_000002_000019_rF_00007.png,749.0,727.0,456.5,514.0,r
8,False,False,darmstadt_000002_000019_rF_00008.png,1657.0,1635.0,458.5,516.0,r
9,True,False,darmstadt_000002_000019_gT_00009.png,1065.0,1043.0,0.0,13.5,g
10,False,False,darmstadt_000002_000019_gF_00010.png,1613.0,1591.0,210.0,267.5,g
11,False,False,darmstadt_000002_000019_gF_00011.png,743.0,721.0,398.0,455.5,g
12,True,False,darmstadt_000002_000019_rT_00012.png,820.5,787.5,0.75,87.0,r
13,True,False,darmstadt_000002_000019_rT_00013.png,1616.5,1583.5,248.75,335.0,r
14,False,False,darmstadt_000002_000019_rF_00014.png,1756.5,1723.5,388.75,475.0,r
15,False,False,darmstadt_000002_000019_rF_00015.png,1660.5,1627.5,456.75,543.0,r
0,False,False,darmstadt_000003_000019_rF_00000.png,185.0,163.0,444.5,502.0,r
1,False,False,darmstadt_000003_000019_rF_00001.png,239.0,217.0,444.5,502.0,r
2,False,True,darmstadt_000003_000019_gi_00002.png,1449.0,1427.0,144.0,201.5,g
3,False,False,darmstadt_000003_000019_gF_00003.png,495.0,473.0,272.0,329.5,g
4,False,False,darmstadt_000003_000019_gF_00004.png,271.0,249.0,334.0,391.5,g
5,False,False,darmstadt_000003_000019_gF_00005.png,1889.0,1867.0,572.0,629.5,g
0,False,False,darmstadt_000005_000019_rF_00000.png,1309.0,1287.0,328.5,386.0,r
1,False,False,darmstadt_000005_000019_rF_00001.png,1359.0,1337.0,426.5,484.0,r
2,False,False,darmstadt_000005_000019_rF_00002.png,1341.0,1319.0,438.5,496.0,r
3,False,False,darmstadt_000005_000019_rF_00003.png,1377.0,1355.0,438.5,496.0,r
0,False,False,darmstadt_000006_000019_rF_00000.png,2033.0,2011.0,124.5,182.0,r
1,False,False,darmstadt_000006_000019_rF_00001.png,2013.0,1991.0,296.5,354.0,r
2,False,False,darmstadt_000006_000019_rF_00002.png,1525.0,1503.0,324.5,382.0,r
